WKT,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_est,nombre_abr,telefono,email,codpost,web_megcba,nivmod,nivelmodal,tipest_abr,tipest,depfun,depfun_otr,de,comuna,barrio,area_progr,estado,point_x,point_y,Nivel
"MULTIPOINT ((-58.4740662153835 -34.663817966475))","200648","20243900","202439","0",1,Basualdo 2850,Basualdo 2850,Escuela Infantil N° 04/13°,EI 04/13,4601-1123/1164,dei_ei4_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,EI,Escuela Infantil,Dirección de Educación Inicial,"1",13,8,VILLA LUGANO,06 - HOSP PIÑERO,"1",98958.1293836,96216.8506215,Inicial Común
"MULTIPOINT ((-58.4657617227635 -34.5616371358949))","201519","20050200","200502","0",2,Avda. Monroe 3021,Avda. Monroe 3021,Escuela Argentina General Belgrano,Esc Arg General Belgrano,4543-4673,info@eagb.edu.ar,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",99719.006677,107552.438541,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4410682080815 -34.5505762593327))","201528","20148000","201480","0",2,Ramsay 2251,Ramsay 2251,Escuela Italiana Cristóforo Colombo,Esc Italiana Cristóforo Colombo,4781-0060,infanzia@cristoforocolombo.org.ar/primaria@cristoforocolombo.org.ar/media.liceo@cristoforocolombo.or,C1428,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniCom - PriCom - SecCom,"Nivel Inicial, Primario y Secundario Común",IEIEO,Instituto Educativo Incorporado a la Enseñanza Oficial,Dirección General de Educación de Gestión Privada,"1",10,13,BELGRANO,07 - HOSP PIROVANO,"1",101985.545954,108779.268261,Inicial Común - Primario Común - Secundario Común
"MULTIPOINT ((-58.4629480010465 -34.6054562174608))","200368","20085000","200850","0",1,Alejandro Magariños Cervantes 1556,Alejandro Magariños Cervantes 1556,Esc. Primaria Común N° 18 Comodoro Clodomiro Urtubey,EPjs 18,4581-0978,dep_epc18_de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",7,11,VILLA GRAL. MITRE,01 - HOSP ALVAREZ,"1",99977.251256,102691.352197,Primario Común
"MULTIPOINT ((-58.4532679335104 -34.6082479020743))","200369","20087700","200877","0",1,Luis Viale 1046,Luis Viale 1052,Esc. Primaria Común N° 19 Galicia,EPjc 19,4581-8369,dep_epc19_de7@bue.edu.ar,C1416,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",7,6,CABALLITO,01 - HOSP ALVAREZ,"1",100865.155777,102381.613735,Primario Común
"MULTIPOINT ((-58.427888535842 -34.6314133587047))","200421","20203500","202035","0",1,Avda. Asamblea 153,Avda. Asamblea 153,Centro de Formación Profesional N° 06 Ctro Integral de Form Prof p/Adolescentes (CIFPA),CFP 06 CIFPA,4922-3683/4923-1419,cfp6_de1@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSECom - OSEAdu,Otros Servicios Educativos de las modalidades Común y de Jóvenes y Adultos,CFP,Centro de Formación Profesional,Gerencia Operativa de Formación Profesional,"1",8,7,PARQUE CHACABUCO,03 - HOSP DURAND,"1",103192.192877,99811.2167951,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4265425083135 -34.6151153571795))","200422","20090100","200901","0",1,Hipólito Yrigoyen 4238,Hipólito Yrigoyen 4238,Jardín de Infantes Integral N° 02/08° Jorge Eduardo Coll,JII 02/08,4981-9784,dei_jii2_de8@bue.edu.ar,C1212,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",8,5,ALMAGRO,03 - HOSP DURAND,"1",103316.271188,101619.211844,Inicial Común
"MULTIPOINT ((-58.4455222078444 -34.6337241332907))","200400","20102900","201029","0",1,Avda. Eva Perón 1502,Avda. Eva Perón 1502,Jardín de Infantes Integral N° 01/08° Ciudad de Buenos Aires,JII 01/08,4923-3918,dei_jii1_de8@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",8,7,PARQUE CHACABUCO,06 - HOSP PIÑERO,"1",101575.150714,99555.2847574,Inicial Común
"MULTIPOINT ((-58.4351541359417 -34.6221033102792))","200425","20088300","200883","0",1,Avda. José María Moreno 345,Avda. José María Moreno 345,Liceo N° 12 Fray Mamerto Esquiú,Lic 12,4902-5925/1100,dem_lic12_de8@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,LIC,Liceo,Dirección de Educación Media,"1",8,6,CABALLITO,03 - HOSP DURAND,"1",102526.223296,100844.244868,Secundario Común
"MULTIPOINT ((-58.4300295526523 -34.6209844629511))","200426","20087100","200871","0",1,Formosa 136,Formosa 136,Esc. de Comercio N° 19 Juan Montalvo,EC 19,4902-2339 / 3649,dem_ec19_de8@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",8,6,CABALLITO,03 - HOSP DURAND,"1",102996.237606,100968.225195,Secundario Común
"MULTIPOINT ((-58.4352970174707 -34.6180469489427))","200427","20141000","201410","0",1,Avda. Rivadavia 4950,Avda. Rivadavia 4950,Liceo N° 02 Amancio Alcorta,Lic 02,4901-5425,dem_lic2_de8@bue.edu.ar,C1424,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,LIC,Liceo,Dirección de Educación Media,"1",8,6,CABALLITO,03 - HOSP DURAND,"1",102513.241945,101294.245533,Secundario Común
"MULTIPOINT ((-58.3848467792752 -34.5922643108323))","200002","20113300","201133","0",1,Avda. Pte. Manuel Quintana 31,Avda. Pte. Manuel Quintana 31/07,Esc. Primaria Común N° 02 Domingo Faustino Sarmiento,EPjs 02,4811-2795  Y 4312-7836,dep_epc2_de1@bue.edu.ar / escpri2de1@gmail.com,C1014,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",1,1,RETIRO,04 - HOSP FERNANDEZ,"1",107142.451993,104152.051371,Primario Común
"MULTIPOINT ((-58.3701734858402 -34.5878302381292))","202680","20145700","201457","0",1,Letonia y Avda. Antártida Argentina,Letonia y Avda. Antártida Argentina,Esc. de Educacion Media N° 06/01° Padre Carlos Mugica,EEM 06/01,4312-5906,dem_eem6_de1@bue.edu.ar,C1104,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,"1",1,1,RETIRO,04 - HOSP FERNANDEZ,"1",108489.068524,104642.811745,Secundario Común
"MULTIPOINT ((-58.3614725996958 -34.63319047509))","200173","20167100","201671","0",1,Aristóbulo del Valle 471,Aristóbulo del Valle 471,Esc. de Educacion Media N° 07/04° Escuela de la Ribera,EEM 07/04,4362-1550,dem_eem7_de4@bue.edu.ar,C1161,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EEM,Escuela de Educación Media,Dirección de Educación Media,"1",4,4,BOCA,02 - HOSP ARGERICH,"1",109282.302904,99609.9609694,Secundario Común
"MULTIPOINT ((-58.419124828846 -34.599329302906))","200100","20144800","201448","0",1,Jerónimo Salguero 920,Jerónimo Salguero 920,Esc. Técnica N° 30 Dr. Norberto Piñero,ET 30,4863-0728,det_30_de2@bue.edu.ar / tec30de2@gmail.com,C1177,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",2,5,ALMAGRO,03 - HOSP DURAND,"1",103997.357971,103370.183366,Secundario Común
"MULTIPOINT ((-58.3732370660526 -34.6118828084116))","200194","20046900","200469","0",1,Bolívar 346,Bolívar 346,Esc. Politécnica Manuel Belgrano,ET M Belgrano,4331-7187/4343-8201,det_manuelbelgrano_de4@bue.edu.ar / politecnicabelgrano@gmail.com,C1066,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",4,1,MONTSERRAT,02 - HOSP ARGERICH,"1",108205.627053,101974.773529,Secundario Común
"MULTIPOINT ((-58.4202500744437 -34.6271529455641))","202571","20093700","200937","0",1,Castro 1187,Castro 1185/87,Esc. Domiciliaria N° 02,EDom 02,4956-0609/90,escueladomi2@gmail.com/ edom2_@bue.edu.ar,C1237,http://www.buenosaires.gob.ar/educacion/estudiantes/especial,OSECom,Otros Servicios Educativos de la modalidad Común,DOM,Escuela Domiciliaria,Dirección de Educación Especial,"1",6,5,BOEDO,03 - HOSP DURAND,"1",103892.834806,100283.582972,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4802994382346 -34.6296935288439))","200604","20155200","201552","0",1,Joaquín V. González 307,Joaquín V. González 307,Jardín de Infantes Integral N° 01/12° Rita Latallada de Victoria,JII 01/12,4671-5358,dei_jii1_de12@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",12,10,FLORESTA,01 - HOSP ALVAREZ,"1",98386.1073842,100002.418661,Inicial Común
"MULTIPOINT ((-58.3687332514777 -34.6152487903358))","200195","20058300","200583","0",1,Avda. Paseo Colón 650,Avda. Paseo Colón 650,Esc. Técnica N° 01 Ing. Otto Krause,ET 01,4331-5249/6865,det_1_de4@bue.edu.ar,C1063,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom - OSEAdu,Nivel Secundario Común y Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",4,1,MONTSERRAT,02 - HOSP ARGERICH,"1",108618.37356,101600.989101,Secundario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.4816131950448 -34.6481813448819))","200634","20092700","200927","0",1,Gral. Eugenio Garzón 4346,Gral. Eugenio Garzón 4346,Esc. Primaria Común N° 16 Dr. Tomás A. Le Bretón,EPjs 16,4683-6180,dep_epc16_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98266.0189103,97951.4234417,Primario Común
"MULTIPOINT ((-58.4504179067076 -34.66278934907))","202562","20244100","202441","0",1,José Barros Pazos 3610,José Barros Pazos 3610,Jardín de Infantes Integral N° 10/19° (sede),JII 10/19 (s),4919-8761,jii10de19@hotmail.com/dei_jii10de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JII,Jardín de Infantes Integral,Dirección de Educación Inicial,"1",19,8,VILLA SOLDATI,06 - HOSP PIÑERO,"1",101125.837186,96330.9524286,Inicial Común
"MULTIPOINT ((-58.3852963324785 -34.5929210299936))","200027","20128700","201287","0",1,Juncal 1258,Juncal 1258,Instituto de Formación Técnica Superior N° 14,IFTS 14,4812-3540,dfts_ifts14_de1@bue.edu.ar,C1062,http://www.buenosaires.gob.ar/educacion/estudiantes/terciario/formacion-tecnica-superior,SNUCom - OSEAdu,Nivel Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,IFTS,Instituto de Formación Técnica Superior,Dirección de Educación Técnica Superior,"1",1,1,RETIRO,04 - HOSP FERNANDEZ,"1",107101.152954,104079.229512,Superior No Universitario Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos
"MULTIPOINT ((-58.3848467792752 -34.5922643108323))","200002","20302804","203028","4",1,Avda. Pte. Manuel Quintana 31,Avda. Pte. Manuel Quintana 31,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 04,CV Folk 04,4811-2795/4642-5554 INT 103,vocacionales2010@yahoo.com.ar,"1014",http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,ESEA,Escuela Superior de Educación Artística,Dirección de Educación Artística,"1",1,1,RETIRO,04 - HOSP FERNANDEZ,"1",107142.451993,104152.051371,Otros Servicios Educativos de la modalidad Común
"MULTIPOINT ((-58.4896147503719 -34.6649909370133))","200629","20036200","200362","0",1,Olíden 2851,Olíden 2851,Esc. Primaria Común N° 11 Ponciano Vivanco,EPjc 11,4687-0337,dep_epc11_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"1",97532.926288,96086.4540398,Primario Común
"MULTIPOINT ((-58.4939755577183 -34.6576973105419))","200630","20018702","200187","2",1,Larraya 2055,Larraya 2055,Jardín de Infantes Nucleado A (EPCjc 12/13°),JIN A-02 (12),4684-2185,jina_de13@hotmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13,9,MATADEROS,09 - HOSP SANTOJANNI,"1",97132.9525303,96895.470922,Inicial Común
"MULTIPOINT ((-58.4939755577183 -34.6576973105419))","200630","20018500","200185","0",1,Larraya 2055,Larraya 2055,Esc. Primaria Común N° 12 Presbítero Prof. V. Montes Carballo,EPjc 12,4635-7115,dep_epc12_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13,9,MATADEROS,09 - HOSP SANTOJANNI,"1",97132.9525303,96895.470922,Primario Común
"MULTIPOINT ((-58.497364202334 -34.6491238234699))","200631","20144101","201441","1",1,Bragado 5350,Bragado 5350,Jardín de Infantes Nucleado B (EPCjs 13/13°),JIN B-01 (13),4683-8208,dei_jinb4_de13@bue.edu.ar /jinbtrece@gmail.com,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13,9,MATADEROS,09 - HOSP SANTOJANNI,"1",96821.986429,97846.4841421,Inicial Común
"MULTIPOINT ((-58.497364202334 -34.6491238234699))","200631","20094700","200947","0",1,Bragado 5350,Bragado 5350,Esc. Primaria Común N° 13 Prof. Luz Vieira Méndez,EPjs 13,4682-0185,dep_epc13_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13,9,MATADEROS,09 - HOSP SANTOJANNI,"1",96821.986429,97846.4841421,Primario Común
"MULTIPOINT ((-58.4927434234036 -34.6590678122751))","200632","20094100","200941","0",1,San Pedro 5845,San Pedro 5845,Esc. Primaria Común N° 14 José Antonio Cabrera,EPjs 14,4635-1626,dep_epc14_de13@bue.edu.ar / dep_epc14_de13@bue.edu.ar,C1440,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13,9,MATADEROS,09 - HOSP SANTOJANNI,"1",97245.9482932,96743.4661499,Primario Común
"MULTIPOINT ((-58.4720827817452 -34.6654628907242))","200633","20038100","200381","0",1,Avda. Castañares 4689,Avda. Tte. Gral. Dellepiane 4750,Jardín de Infantes Común N° 02/13°,JIC 02/13,4638-9751,dei_jic2_de13@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIC,Jardín de Infantes Común,Dirección de Educación Inicial,"1",13,8,VILLA LUGANO,06 - HOSP PIÑERO,"1",99139.9554499,96034.3864526,Inicial Común
"MULTIPOINT ((-58.4720827817452 -34.6654628907242))","200633","20139500","201395","0",1,Avda. Castañares 4689,Avda. Castañares 4689,Esc. Primaria Común N° 15 República Argentina,EPjs 15,4601-8010,dep_epc15_de13@bue.edu.ar / esc15de13@yahoo.com.ar,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JS,Escuela de Jornada Simple,Dirección de Educación Primaria,"1",13,8,VILLA LUGANO,06 - HOSP PIÑERO,"1",99139.9554499,96034.3864526,Primario Común
"MULTIPOINT ((-58.4816131950448 -34.6481813448819))","200634","20073702","200737","2",1,Gral. Eugenio Garzón 4346,Gral. Eugenio Garzón 4346,Jardín de Infantes Nucleado C (EPCjs 16/13°) Niños Latinoamericanos,JIN C-02 (16),4683-0777,jincde13@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98266.0189103,97951.4234417,Inicial Común
"MULTIPOINT ((-58.4806753240884 -34.6488665941876))","200635","20073703","200737","3",1,San Pedro 4457,San Pedro 4457,Jardín de Infantes Nucleado C (EPCjc 18/13°) Niños Latinoamericanos,JIN C-03 (18),4683-0777,jincde13@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,JIN,Jardín de Infantes Nucleado,Dirección de Educación Inicial,"1",13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98352.0174356,97875.4199062,Inicial Común
"MULTIPOINT ((-58.4806753240884 -34.6488665941876))","200635","20055600","200556","0",1,San Pedro 4457,San Pedro 4457,Esc. Primaria Común N° 18 Dra. Elvira Rawson de Dellepiane,EPjc 18,4683-3866,dep_epc18_de13@bue.edu.ar,C1407,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",13,9,PARQUE AVELLANEDA,06 - HOSP PIÑERO,"1",98352.0174356,97875.4199062,Primario Común
"MULTIPOINT ((-58.3885933868771 -34.59595333427))","200003","20116100","201161","0",1,Avda. Santa Fe 1510,Avda. Santa Fe 1510,Esc. Primaria Común N° 03 Dr. Onésimo Leguizamón,EPjc 03,4811-9814,dep_epc3_de1@bue.edu.ar /escpri3de1@gmail.com,C1060,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,JC,Escuela de Jornada Completa,Dirección de Educación Primaria,"1",1,2,RECOLETA,04 - HOSP FERNANDEZ,"1",106798.428105,103743.065752,Primario Común
"MULTIPOINT ((-58.4900728491596 -34.561912966037))","200727","20144600","201446","0",1,Valdenegro 3523,Valdenegro 3523,Esc. de Comercio N° 28 Abraham Lincoln,EC 28,4541-5034/2834/4543,dem_ec28_de15@bue.edu.ar / com28de15@gmail.com,C1431,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/contacto?menu_id=18231,SecCom,Nivel Secundario Común,EC,Escuela de Comercio,Dirección de Educación Media,"1",15,12,SAAVEDRA,07 - HOSP PIROVANO,"1",97487.8325817,107521.503134,Secundario Común
"MULTIPOINT ((-58.3598736705312 -34.6388591034764))","200196","20049900","200499","0",1,Avda. Don Pedro de Mendoza 1777,Avda. Don Pedro de Mendoza 1777,Esc. Técnica N° 31 Maestro Quinquela,ET 31,4301-1775,det_31_de4@bue.edu.ar,C1169,http://www.buenosaires.gob.ar/educacion/estudiantes/secundario/tecnica,SecCom,Nivel Secundario Común,TEC,Escuela Técnica,Dirección de Educación Técnica,"1",4,4,BOCA,02 - HOSP ARGERICH,"1",109428.279377,98980.9548109,Secundario Común
"MULTIPOINT ((-58.4957375683444 -34.6703976939549))","200923","20236342","202363","42",1,Avda. Piedra Buena 3100 y Avda. Eva Perón,Avda. Piedra Buena 3100 y Avda. Eva Perón,Centro de Actividades Infantiles y Juveniles Mataderos,CAIyJ Mataderos,4342-5685/2384INT628,serviciosgoie@bue.edu.ar,C1439,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,CAIJ,Centro de Actividades Infantiles y Juveniles,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,"1",20,8,VILLA LUGANO,09 - HOSP SANTOJANNI,"2",96971.8901253,95486.477528,Otros Servicios Educativos de la modalidad Común
